STATION,NAME,DATE,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-NORMAL,MLY-TMIN-STDDEV
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",6,67.5,1.8,79.6,2.7,55.5,1.7
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",7,71.8,2.1,84.0,2.7,59.6,2.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",8,70.5,2.2,82.0,2.9,59.0,2.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",9,62.0,1.9,74.3,2.5,49.6,2.3
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",10,50.1,2.7,61.9,2.9,38.3,3.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",11,40.5,2.7,50.7,3.1,30.4,2.6
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",12,30.5,3.8,38.8,4.3,22.1,3.5
USC00308906,"WALDEN 1 ESE, NY US",1,24.2,5.5,33.8,4.9,14.7,6.2
USC00308906,"WALDEN 1 ESE, NY US",2,27.3,3.9,37.4,4.1,17.1,4.2
USC00308906,"WALDEN 1 ESE, NY US",3,35.9,3.1,46.2,3.7,25.6,2.9
USC00308906,"WALDEN 1 ESE, NY US",4,47.6,2.1,58.8,2.8,36.4,1.9
USC00308906,"WALDEN 1 ESE, NY US",5,57.8,2.5,69.3,3.2,46.2,2.1
USC00308906,"WALDEN 1 ESE, NY US",6,66.7,2.0,77.9,2.5,55.6,2.3
USC00308906,"WALDEN 1 ESE, NY US",7,71.4,2.3,82.6,2.9,60.2,2.3
USC00308906,"WALDEN 1 ESE, NY US",8,69.8,1.8,80.9,2.2,58.6,2.1
USC00308906,"WALDEN 1 ESE, NY US",9,61.8,2.0,73.5,2.4,50.1,2.4
USC00308906,"WALDEN 1 ESE, NY US",10,50.0,2.8,62.1,3.1,37.9,3.2
USC00308906,"WALDEN 1 ESE, NY US",11,40.6,2.5,50.8,3.1,30.5,2.5
USC00308906,"WALDEN 1 ESE, NY US",12,29.9,4.5,38.8,4.8,21.1,4.5
USC00307818,"SMITHS BASIN, NY US",1,,,,,,
USC00307818,"SMITHS BASIN, NY US",2,,,,,,
USC00307818,"SMITHS BASIN, NY US",3,,,,,,
USC00307818,"SMITHS BASIN, NY US",4,,,,,,
USC00307818,"SMITHS BASIN, NY US",5,,,,,,
USC00307818,"SMITHS BASIN, NY US",6,,,,,,
USC00307818,"SMITHS BASIN, NY US",7,,,,,,
USC00307818,"SMITHS BASIN, NY US",8,,,,,,
USC00307818,"SMITHS BASIN, NY US",9,,,,,,
USC00307818,"SMITHS BASIN, NY US",10,,,,,,
USC00307818,"SMITHS BASIN, NY US",11,,,,,,
USC00307818,"SMITHS BASIN, NY US",12,,,,,,
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",1,30.6,4.8,38.0,4.7,23.3,5.1
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",2,32.8,3.0,40.3,3.4,25.2,2.8
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",3,39.3,2.5,47.3,2.9,31.3,2.4
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4,49.1,1.9,57.6,2.4,40.6,1.8
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5,58.6,2.1,67.5,2.6,49.8,1.8
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6,68.4,1.8,76.6,2.3,60.2,1.7
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7,73.9,2.1,81.7,2.5,66.0,2.0
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8,72.8,1.9,80.4,2.1,65.3,1.9
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",9,65.6,1.8,73.8,2.3,57.5,1.7
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",10,54.3,2.5,63.0,2.5,45.5,2.8
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",11,45.1,2.4,53.2,2.6,37.1,2.5
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",12,35.6,3.8,43.0,4.0,28.2,3.6
USC00301625,"COLDEN 1 W, NY US",1,22.1,,29.9,,14.2,
USC00301625,"COLDEN 1 W, NY US",2,23.8,,32.5,,15.0,
USC00301625,"COLDEN 1 W, NY US",3,31.8,,41.2,,22.4,
USC00301625,"COLDEN 1 W, NY US",4,44.9,,55.4,,34.4,
USC00301625,"COLDEN 1 W, NY US",5,55.3,,65.0,,45.6,
USC00301625,"COLDEN 1 W, NY US",6,64.5,,73.9,,55.0,
USC00301625,"COLDEN 1 W, NY US",7,68.1,,77.5,,58.7,
USC00301625,"COLDEN 1 W, NY US",8,66.9,,76.1,,57.6,
USC00301625,"COLDEN 1 W, NY US",9,59.9,,69.6,,50.1,
USC00301625,"COLDEN 1 W, NY US",10,48.9,,57.9,,39.9,
USC00301625,"COLDEN 1 W, NY US",11,39.2,,46.4,,32.0,
USC00301625,"COLDEN 1 W, NY US",12,27.5,,34.1,,20.9,
USC00309047,"WAVERLY, NY US",1,24.6,5.2,35.3,4.8,13.9,5.8
USC00309047,"WAVERLY, NY US",2,26.8,4.2,37.9,4.1,15.8,4.7
USC00309047,"WAVERLY, NY US",3,34.8,3.6,46.8,4.2,22.7,3.4
USC00309047,"WAVERLY, NY US",4,47.1,2.4,60.0,3.3,34.2,2.0
USC00309047,"WAVERLY, NY US",5,57.3,3.1,71.5,3.7,43.1,3.0
USC00309047,"WAVERLY, NY US",6,67.2,2.0,80.6,2.5,53.8,2.5
USC00309047,"WAVERLY, NY US",7,70.7,2.2,83.7,2.7,57.7,2.0
USC00309047,"WAVERLY, NY US",8,69.3,2.1,82.9,2.7,55.7,2.0
USC00309047,"WAVERLY, NY US",9,61.3,1.7,74.9,2.3,47.6,1.7
USC00309047,"WAVERLY, NY US",10,50.0,2.7,62.9,3.1,37.0,2.7
USC00309047,"WAVERLY, NY US",11,40.0,2.6,51.0,3.5,29.0,2.1
USC00309047,"WAVERLY, NY US",12,29.7,4.8,39.5,5.0,19.8,4.9
USC00307780,"SKANEATELES, NY US",1,,,,,,
USC00307780,"SKANEATELES, NY US",2,,,,,,
USC00307780,"SKANEATELES, NY US",3,,,,,,
USC00307780,"SKANEATELES, NY US",4,,,,,,
USC00307780,"SKANEATELES, NY US",5,,,,,,
USC00307780,"SKANEATELES, NY US",6,,,,,,
USC00307780,"SKANEATELES, NY US",7,,,,,,
USC00307780,"SKANEATELES, NY US",8,,,,,,
USC00307780,"SKANEATELES, NY US",9,,,,,,
USC00307780,"SKANEATELES, NY US",10,,,,,,
USC00307780,"SKANEATELES, NY US",11,,,,,,
USC00307780,"SKANEATELES, NY US",12,,,,,,
USC00300379,"BALDWINSVILLE, NY US",1,,,,,,
USC00300379,"BALDWINSVILLE, NY US",2,,,,,,
USC00300379,"BALDWINSVILLE, NY US",3,,,,,,
USC00300379,"BALDWINSVILLE, NY US",4,,,,,,
USC00300379,"BALDWINSVILLE, NY US",5,,,,,,
USC00300379,"BALDWINSVILLE, NY US",6,,,,,,
USC00300379,"BALDWINSVILLE, NY US",7,,,,,,
USC00300379,"BALDWINSVILLE, NY US",8,,,,,,
USC00300379,"BALDWINSVILLE, NY US",9,,,,,,
USC00300379,"BALDWINSVILLE, NY US",10,,,,,,
USC00300379,"BALDWINSVILLE, NY US",11,,,,,,
USC00300379,"BALDWINSVILLE, NY US",12,,,,,,
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",1,19.3,5.6,28.5,5.0,10.0,6.3
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",2,21.8,3.9,31.8,3.9,11.9,4.2
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",3,30.1,3.6,40.3,3.9,19.9,3.8
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",4,43.5,3.6,54.5,4.5,32.4,3.1
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",5,55.1,3.2,67.1,3.7,43.0,2.9
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",6,64.4,2.7,75.9,3.1,52.9,2.7
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",7,68.7,2.1,80.5,2.4,57.0,2.2
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",8,66.4,2.6,78.1,2.9,54.6,2.8
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",9,59.3,2.3,71.1,2.8,47.6,2.3
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",10,47.7,2.6,58.5,2.9,37.0,2.8
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",11,37.4,2.7,46.3,3.3,28.5,2.7
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",12,25.5,4.9,33.8,5.0,17.2,5.2
USC00309442,"WHITNEY POINT DAM, NY US",1,22.0,,32.3,,11.6,
USC00309442,"WHITNEY POINT DAM, NY US",2,24.6,,35.5,,13.7,
USC00309442,"WHITNEY POINT DAM, NY US",3,31.9,,42.2,,21.5,
USC00309442,"WHITNEY POINT DAM, NY US",4,43.8,,55.3,,32.2,
USC00309442,"WHITNEY POINT DAM, NY US",5,55.3,,68.0,,42.5,
USC00309442,"WHITNEY POINT DAM, NY US",6,64.0,,75.8,,52.1,
USC00309442,"WHITNEY POINT DAM, NY US",7,68.3,,79.9,,56.7,
USC00309442,"WHITNEY POINT DAM, NY US",8,67.2,,79.1,,55.3,
USC00309442,"WHITNEY POINT DAM, NY US",9,59.5,,71.7,,47.2,
USC00309442,"WHITNEY POINT DAM, NY US",10,48.1,,59.5,,36.6,
USC00309442,"WHITNEY POINT DAM, NY US",11,38.6,,48.6,,28.6,
USC00309442,"WHITNEY POINT DAM, NY US",12,27.9,,36.5,,19.3,
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",1,22.3,5.5,29.7,5.5,15.0,5.8
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2,24.3,4.2,32.3,4.2,16.2,4.6
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",3,32.1,3.7,40.5,4.1,23.8,3.4
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",4,44.6,2.6,54.4,3.4,34.8,2.0
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",5,55.3,2.9,66.2,3.2,44.3,2.9
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",6,64.4,2.3,75.1,2.7,53.6,2.2
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",7,69.1,2.2,79.4,2.6,58.9,2.1
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",8,67.8,1.9,78.1,2.2,57.6,2.0
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",9,60.2,2.1,69.9,2.8,50.4,1.8
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",10,49.2,2.2,57.9,2.1,40.5,2.5
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",11,39.5,3.0,47.0,3.6,32.0,2.5
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",12,28.1,4.5,34.5,4.7,21.7,4.5
USC00302554,"ELIZABETHTOWN, NY US",1,17.1,6.1,28.2,5.5,6.0,7.0
USC00302554,"ELIZABETHTOWN, NY US",2,20.2,4.8,33.1,4.5,7.3,5.6
USC00302554,"ELIZABETHTOWN, NY US",3,29.5,3.2,41.4,3.3,17.6,3.6
USC00302554,"ELIZABETHTOWN, NY US",4,43.6,2.6,56.1,3.3,31.1,2.3
USC00302554,"ELIZABETHTOWN, NY US",5,54.9,2.2,67.8,3.1,42.1,1.6
USC00302554,"ELIZABETHTOWN, NY US",6,64.0,1.5,76.5,2.2,51.5,1.5
USC00302554,"ELIZABETHTOWN, NY US",7,68.9,1.8,81.3,2.0,56.6,2.0
USC00302554,"ELIZABETHTOWN, NY US",8,66.6,1.8,79.5,2.2,53.7,1.7
USC00302554,"ELIZABETHTOWN, NY US",9,58.0,1.9,71.2,2.4,44.8,2.2
USC00302554,"ELIZABETHTOWN, NY US",10,46.2,2.1,58.7,2.9,33.7,1.9
USC00302554,"ELIZABETHTOWN, NY US",11,36.9,2.6,46.3,2.6,27.6,2.8
USC00302554,"ELIZABETHTOWN, NY US",12,24.1,5.3,34.1,4.7,14.1,6.1
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",1,13.8,6.3,24.9,5.2,2.8,7.5
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",2,16.6,4.8,28.7,4.8,4.6,5.1
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",3,25.3,3.8,36.9,3.6,13.6,4.2
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",4,39.8,3.3,50.9,4.0,28.7,2.9
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",5,51.7,2.9,63.7,3.9,39.8,2.4
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",6,60.8,2.4,72.5,3.1,49.1,2.3
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",7,65.1,2.2,76.8,2.5,53.3,2.4
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",8,63.6,1.9,75.2,2.2,52.0,1.9
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",9,55.7,2.4,67.5,2.9,44.0,2.6
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",10,44.1,2.7,54.6,3.2,33.7,2.7
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",11,33.1,3.1,41.9,3.4,24.3,3.0
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",12,20.7,5.9,30.1,5.5,11.3,6.8
USC00302036,"DELHI 2 SE, NY US",1,20.3,5.8,30.1,5.0,10.4,6.7
USC00302036,"DELHI 2 SE, NY US",2,23.0,4.2,33.5,4.0,12.5,5.0
USC00302036,"DELHI 2 SE, NY US",3,31.1,3.5,41.8,3.8,20.4,3.7
USC00302036,"DELHI 2 SE, NY US",4,43.1,2.6,54.7,3.4,31.5,2.3
USC00302036,"DELHI 2 SE, NY US",5,53.3,2.9,66.0,3.4,40.7,2.7
USC00302036,"DELHI 2 SE, NY US",6,62.1,2.3,74.2,2.6,50.0,3.0
USC00302036,"DELHI 2 SE, NY US",7,66.2,2.4,78.4,2.5,53.9,2.7
USC00302036,"DELHI 2 SE, NY US",8,65.1,1.9,77.4,2.3,52.8,2.2
USC00302036,"DELHI 2 SE, NY US",9,57.6,2.2,69.8,2.6,45.4,2.9
USC00302036,"DELHI 2 SE, NY US",10,46.6,2.7,58.6,3.1,34.6,3.0
USC00302036,"DELHI 2 SE, NY US",11,37.2,3.0,46.3,3.7,28.0,2.8
USC00302036,"DELHI 2 SE, NY US",12,26.0,5.0,34.6,4.9,17.3,5.3
USC00300254,"ARKVILLE 2 W, NY US",1,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",2,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",3,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",4,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",5,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",6,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",7,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",8,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",9,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",10,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",11,,,,,,
USC00300254,"ARKVILLE 2 W, NY US",12,,,,,,
USW00054778,"PENN YAN AIRPORT, NY US",1,24.6,5.2,32.1,5.0,17.1,5.5
USW00054778,"PENN YAN AIRPORT, NY US",2,26.6,4.2,34.9,4.4,18.4,4.4
USW00054778,"PENN YAN AIRPORT, NY US",3,34.3,3.5,43.5,3.9,25.1,3.3
USW00054778,"PENN YAN AIRPORT, NY US",4,46.0,2.2,55.9,2.8,36.1,1.9
USW00054778,"PENN YAN AIRPORT, NY US",5,56.9,2.9,67.8,3.1,46.1,2.8
USW00054778,"PENN YAN AIRPORT, NY US",6,66.3,2.2,76.5,2.7,56.0,2.1
USW00054778,"PENN YAN AIRPORT, NY US",7,71.3,2.3,81.2,2.8,61.4,2.1
USW00054778,"PENN YAN AIRPORT, NY US",8,69.1,2.1,79.0,2.7,59.3,1.8
USW00054778,"PENN YAN AIRPORT, NY US",9,61.8,2.4,72.0,2.8,51.6,2.5
USW00054778,"PENN YAN AIRPORT, NY US",10,51.0,2.5,60.3,2.8,41.7,2.4
USW00054778,"PENN YAN AIRPORT, NY US",11,40.9,2.4,48.5,3.2,33.2,1.9
USW00054778,"PENN YAN AIRPORT, NY US",12,30.4,4.5,37.4,4.9,23.5,4.4
USC00304555,"LAKE PLACID 2 S, NY US",1,16.4,5.7,27.4,5.1,5.4,6.5
USC00304555,"LAKE PLACID 2 S, NY US",2,19.8,4.4,31.7,4.6,7.8,4.7
USC00304555,"LAKE PLACID 2 S, NY US",3,28.3,3.5,40.3,3.3,16.2,4.0
USC00304555,"LAKE PLACID 2 S, NY US",4,41.1,3.0,53.7,3.8,28.6,2.7
USC00304555,"LAKE PLACID 2 S, NY US",5,52.5,2.9,65.9,3.8,39.0,2.4
USC00304555,"LAKE PLACID 2 S, NY US",6,61.3,2.4,74.1,2.9,48.4,2.8
USC00304555,"LAKE PLACID 2 S, NY US",7,65.3,2.0,77.7,2.2,52.9,2.2
USC00304555,"LAKE PLACID 2 S, NY US",8,63.8,1.9,76.1,2.1,51.4,2.0
USC00304555,"LAKE PLACID 2 S, NY US",9,56.4,2.3,68.7,2.9,44.1,2.3
USC00304555,"LAKE PLACID 2 S, NY US",10,45.1,2.6,56.3,3.2,33.8,2.5
USC00304555,"LAKE PLACID 2 S, NY US",11,34.2,3.1,43.6,3.5,24.7,3.0
USC00304555,"LAKE PLACID 2 S, NY US",12,22.0,5.2,31.9,4.9,12.2,5.8
USC00305248,"MELROSE 1 NE, NY US",1,,,,,,
USC00305248,"MELROSE 1 NE, NY US",2,,,,,,
USC00305248,"MELROSE 1 NE, NY US",3,,,,,,
USC00305248,"MELROSE 1 NE, NY US",4,,,,,,
USC00305248,"MELROSE 1 NE, NY US",5,,,,,,
USC00305248,"MELROSE 1 NE, NY US",6,,,,,,
USC00305248,"MELROSE 1 NE, NY US",7,,,,,,
USC00305248,"MELROSE 1 NE, NY US",8,,,,,,
USC00305248,"MELROSE 1 NE, NY US",9,,,,,,
USC00305248,"MELROSE 1 NE, NY US",10,,,,,,
USC00305248,"MELROSE 1 NE, NY US",11,,,,,,
USC00305248,"MELROSE 1 NE, NY US",12,,,,,,
USC00308910,"WALES, NY US",1,22.6,5.3,30.2,4.9,15.0,5.7
USC00308910,"WALES, NY US",2,23.9,4.3,32.6,4.2,15.1,4.6
USC00308910,"WALES, NY US",3,31.7,3.6,41.3,3.8,22.1,3.6
USC00308910,"WALES, NY US",4,44.1,2.7,54.8,3.3,33.3,2.5
USC00308910,"WALES, NY US",5,54.3,3.2,65.6,3.6,43.1,3.2
USC00308910,"WALES, NY US",6,63.4,2.3,73.6,2.5,53.3,2.6
USC00308910,"WALES, NY US",7,67.4,2.0,77.6,2.5,57.3,1.9
USC00308910,"WALES, NY US",8,66.2,2.0,76.6,2.6,55.8,1.7
USC00308910,"WALES, NY US",9,59.2,1.7,69.5,2.3,48.9,1.8
USC00308910,"WALES, NY US",10,48.6,2.7,58.2,3.2,38.9,2.6
USC00308910,"WALES, NY US",11,39.0,3.0,47.1,3.8,30.8,2.4
USC00308910,"WALES, NY US",12,27.8,5.0,34.8,5.4,20.8,4.8
USC00301580,"CLYDE LOCK 26, NY US",1,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",2,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",3,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",4,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",5,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",6,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",7,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",8,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",9,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",10,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",11,,,,,,
USC00301580,"CLYDE LOCK 26, NY US",12,,,,,,
USC00304952,"MACEDON, NY US",1,,,,,,
USC00304952,"MACEDON, NY US",2,,,,,,
USC00304952,"MACEDON, NY US",3,,,,,,
USC00304952,"MACEDON, NY US",4,,,,,,
USC00304952,"MACEDON, NY US",5,,,,,,
USC00304952,"MACEDON, NY US",6,,,,,,
USC00304952,"MACEDON, NY US",7,,,,,,
USC00304952,"MACEDON, NY US",8,,,,,,
USC00304952,"MACEDON, NY US",9,,,,,,
USC00304952,"MACEDON, NY US",10,,,,,,
USC00304952,"MACEDON, NY US",11,,,,,,
USC00304952,"MACEDON, NY US",12,,,,,,
USC00302031,"DELANSON 2 NE, NY US",1,20.3,,29.2,,11.4,
USC00302031,"DELANSON 2 NE, NY US",2,22.7,,32.5,,12.9,
USC00302031,"DELANSON 2 NE, NY US",3,31.0,,41.1,,20.9,
USC00302031,"DELANSON 2 NE, NY US",4,44.3,,55.0,,33.5,
USC00302031,"DELANSON 2 NE, NY US",5,55.9,,67.1,,44.7,
USC00302031,"DELANSON 2 NE, NY US",6,64.3,,75.3,,53.3,
USC00302031,"DELANSON 2 NE, NY US",7,69.3,,80.3,,58.2,
USC00302031,"DELANSON 2 NE, NY US",8,67.1,,78.3,,55.9,
USC00302031,"DELANSON 2 NE, NY US",9,59.4,,70.9,,47.9,
USC00302031,"DELANSON 2 NE, NY US",10,47.6,,57.8,,37.3,
USC00302031,"DELANSON 2 NE, NY US",11,38.0,,47.0,,29.0,
USC00302031,"DELANSON 2 NE, NY US",12,26.4,,34.5,,18.3,
USC00300093,"ALLEGANY STATE PARK, NY US",1,22.1,5.2,30.0,4.7,14.3,5.8
USC00300093,"ALLEGANY STATE PARK, NY US",2,23.7,4.2,32.9,4.4,14.4,4.4
USC00300093,"ALLEGANY STATE PARK, NY US",3,31.1,3.6,41.5,3.8,20.7,3.8
USC00300093,"ALLEGANY STATE PARK, NY US",4,43.6,2.5,55.2,3.4,32.0,2.1
USC00300093,"ALLEGANY STATE PARK, NY US",5,53.7,3.4,66.4,3.7,41.1,3.3
USC00300093,"ALLEGANY STATE PARK, NY US",6,62.9,1.9,74.8,2.4,51.0,2.3
USC00300093,"ALLEGANY STATE PARK, NY US",7,66.5,2.2,78.0,2.7,55.0,2.1
USC00300093,"ALLEGANY STATE PARK, NY US",8,65.2,2.3,76.4,2.8,54.1,2.3
USC00300093,"ALLEGANY STATE PARK, NY US",9,58.1,1.6,69.0,2.3,47.2,1.6
USC00300093,"ALLEGANY STATE PARK, NY US",10,47.3,2.7,57.6,3.5,37.1,2.5
USC00300093,"ALLEGANY STATE PARK, NY US",11,37.9,3.3,46.0,4.1,29.8,2.8
USC00300093,"ALLEGANY STATE PARK, NY US",12,27.2,4.8,34.1,5.2,20.3,4.6
USC00307705,"SHERBURNE, NY US",1,20.6,5.5,30.1,4.9,11.2,6.3
USC00307705,"SHERBURNE, NY US",2,22.7,4.6,32.8,4.0,12.6,5.6
USC00307705,"SHERBURNE, NY US",3,30.7,3.7,41.1,4.1,20.3,3.8
USC00307705,"SHERBURNE, NY US",4,43.6,2.7,55.1,3.4,32.2,2.4
USC00307705,"SHERBURNE, NY US",5,54.9,2.9,67.6,3.4,42.1,2.8
USC00307705,"SHERBURNE, NY US",6,64.1,2.2,75.9,2.7,52.2,2.4
USC00307705,"SHERBURNE, NY US",7,67.7,2.2,79.5,2.7,55.8,2.3
USC00307705,"SHERBURNE, NY US",8,66.5,2.1,78.5,2.4,54.5,2.0
USC00307705,"SHERBURNE, NY US",9,58.9,2.0,70.8,2.6,47.0,2.1
USC00307705,"SHERBURNE, NY US",10,47.5,2.7,58.9,2.9,36.2,3.0
USC00307705,"SHERBURNE, NY US",11,37.7,2.9,46.6,3.5,28.8,2.6
USC00307705,"SHERBURNE, NY US",12,26.6,5.3,34.7,5.3,18.5,5.5
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",1,23.3,5.3,31.3,4.8,15.4,5.9
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",2,25.3,4.5,34.0,4.2,16.5,5.0
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",3,32.6,3.8,42.0,4.0,23.1,3.7
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",4,44.7,2.7,55.5,3.4,33.9,2.3
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",5,55.4,3.1,67.4,3.4,43.5,3.0
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",6,64.6,2.3,76.0,2.6,53.3,2.5
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",7,68.8,2.1,79.9,2.5,57.7,2.1
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",8,67.4,2.1,78.6,2.5,56.3,2.0
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",9,60.0,1.8,71.1,2.5,49.0,1.8
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",10,48.7,2.6,59.0,2.9,38.3,2.7
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",11,39.6,2.8,47.5,3.5,31.7,2.3
USC00304174,"ITHACA CORNELL UNIVERSITY, NY US",12,28.7,4.8,35.8,5.1,21.5,4.8
USC00304836,"LOCKE 2 W, NY US",1,18.8,,26.6,,11.0,
USC00304836,"LOCKE 2 W, NY US",2,21.1,,29.6,,12.5,
USC00304836,"LOCKE 2 W, NY US",3,29.0,,38.5,,19.4,
USC00304836,"LOCKE 2 W, NY US",4,43.7,,55.1,,32.3,
USC00304836,"LOCKE 2 W, NY US",5,53.5,,65.0,,41.9,
USC00304836,"LOCKE 2 W, NY US",6,63.7,,75.6,,51.8,
USC00304836,"LOCKE 2 W, NY US",7,65.8,,76.7,,54.8,
USC00304836,"LOCKE 2 W, NY US",8,64.3,,75.6,,52.9,
USC00304836,"LOCKE 2 W, NY US",9,56.6,,67.6,,45.6,
USC00304836,"LOCKE 2 W, NY US",10,45.3,,55.5,,35.1,
USC00304836,"LOCKE 2 W, NY US",11,35.9,,43.8,,28.0,
USC00304836,"LOCKE 2 W, NY US",12,24.9,,32.2,,17.6,
USC00305925,"NORTH CREEK 5 SE, NY US",1,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",2,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",3,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",4,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",5,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",6,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",7,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",8,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",9,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",10,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",11,,,,,,
USC00305925,"NORTH CREEK 5 SE, NY US",12,,,,,,
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",1,29.0,4.7,38.5,4.5,19.4,5.2
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",2,30.2,3.3,40.0,3.7,20.4,3.1
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",3,36.8,2.3,47.2,2.5,26.5,2.5
USW00014719,"WESTHAMPTON GABRESKI AIRPORT, NY US",4,45.7,1.7,56.8,2.0,34.6,2.1
