STATION,NAME,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL
USC00305597,"MOUNT MORRIS 2 W, NY US",8,21.6,1.8,2.26,3.08,4.15,10.4,6.6,2.2,0.6,3.18
USC00305597,"MOUNT MORRIS 2 W, NY US",9,22.8,2.3,2.13,3.4,3.84,11.0,7.0,2.0,0.8,3.2
USC00305597,"MOUNT MORRIS 2 W, NY US",10,20.6,2.2,1.51,1.92,3.5,12.6,7.0,1.8,0.3,2.56
USC00305597,"MOUNT MORRIS 2 W, NY US",11,16.7,2.1,1.5,2.15,3.25,11.9,6.3,1.5,0.4,2.45
USC00305597,"MOUNT MORRIS 2 W, NY US",12,14.4,2.1,1.49,1.74,2.33,12.6,5.6,0.9,0.2,1.93
USC00305751,"NEW LONDON LOCK 22, NY US",1,,,1.96,2.49,2.98,12.6,7.4,1.5,0.3,2.59
USC00305751,"NEW LONDON LOCK 22, NY US",2,,,1.56,2.1,2.73,10.8,6.0,1.2,0.2,2.17
USC00305751,"NEW LONDON LOCK 22, NY US",3,,,2.18,2.85,3.47,10.2,6.3,1.8,0.5,2.87
USC00305751,"NEW LONDON LOCK 22, NY US",4,,,2.0,2.7,3.64,10.5,6.7,1.9,0.5,2.98
USC00305751,"NEW LONDON LOCK 22, NY US",5,,,2.39,3.22,5.28,13.3,8.6,2.4,0.6,3.76
USC00305751,"NEW LONDON LOCK 22, NY US",6,,,3.49,4.34,5.4,12.3,8.4,3.2,1.0,4.45
USC00305751,"NEW LONDON LOCK 22, NY US",7,,,2.47,3.18,4.54,12.0,7.6,2.8,0.9,3.79
USC00305751,"NEW LONDON LOCK 22, NY US",8,,,3.07,3.73,5.09,12.0,7.3,2.8,1.0,4.05
USC00305751,"NEW LONDON LOCK 22, NY US",9,,,2.97,4.14,5.36,12.3,7.8,3.1,1.1,4.46
USC00305751,"NEW LONDON LOCK 22, NY US",10,,,2.67,4.03,5.98,14.5,9.1,3.0,1.0,4.36
USC00305751,"NEW LONDON LOCK 22, NY US",11,,,3.26,3.88,4.71,13.7,8.8,2.7,0.5,3.95
USC00305751,"NEW LONDON LOCK 22, NY US",12,,,2.18,2.85,4.09,11.6,7.3,2.0,0.5,3.14
USC00300023,"ADDISON, NY US",1,19.0,2.2,0.83,1.78,2.52,11.8,3.8,0.6,0.3,1.77
USC00300023,"ADDISON, NY US",2,19.7,3.2,0.91,1.44,2.0,9.5,3.5,0.8,0.1,1.57
USC00300023,"ADDISON, NY US",3,22.1,2.7,1.61,2.25,2.95,12.9,5.6,1.4,0.4,2.31
USC00300023,"ADDISON, NY US",5,27.9,2.6,2.47,3.51,4.62,14.4,8.3,2.5,0.4,3.4
USC00300023,"ADDISON, NY US",6,26.3,3.1,2.69,3.47,5.04,12.8,8.4,2.8,1.0,3.73
USC00300023,"ADDISON, NY US",7,25.2,1.9,2.58,3.71,5.26,11.2,7.3,2.3,0.8,3.99
USC00300023,"ADDISON, NY US",9,24.4,2.8,2.38,2.89,4.03,9.9,6.0,1.9,0.8,3.26
USC00300023,"ADDISON, NY US",10,23.4,2.1,2.34,2.85,4.42,12.7,6.4,2.1,0.5,3.38
USC00300023,"ADDISON, NY US",11,19.6,3.2,1.65,2.44,3.19,12.8,5.4,1.4,0.2,2.63
USC00300023,"ADDISON, NY US",12,16.0,3.0,1.43,2.07,2.44,12.9,5.0,1.2,0.2,2.07
USC00303773,"HEMLOCK, NY US",1,15.8,2.3,1.17,1.75,2.33,16.0,5.6,0.7,0.2,1.95
USC00303773,"HEMLOCK, NY US",2,17.9,3.0,1.15,1.5,2.02,12.7,4.6,0.6,-7777.0,1.62
USC00303773,"HEMLOCK, NY US",3,19.7,2.4,1.8,2.56,3.25,13.2,6.9,1.4,0.2,2.63
USC00303773,"HEMLOCK, NY US",5,22.7,2.2,2.0,2.72,4.0,13.1,7.8,2.1,0.3,3.26
USC00303773,"HEMLOCK, NY US",6,21.3,2.6,2.42,3.78,4.3,13.1,8.0,2.6,0.8,3.69
USC00303773,"HEMLOCK, NY US",7,20.3,2.1,2.23,3.12,5.1,12.8,7.8,2.6,0.7,3.78
USC00303773,"HEMLOCK, NY US",8,20.1,1.7,2.08,4.01,4.42,12.8,7.8,2.3,0.6,3.65
USC00303773,"HEMLOCK, NY US",11,15.9,2.1,1.92,2.63,3.96,14.4,7.1,1.8,0.3,3.08
USC00303773,"HEMLOCK, NY US",12,13.8,2.9,1.45,2.05,2.82,14.4,6.2,1.1,0.1,2.23
USC00304102,"INDIAN LAKE 2 SW, NY US",1,20.9,3.2,1.62,2.55,3.91,15.0,6.5,1.9,0.4,2.82
USC00304102,"INDIAN LAKE 2 SW, NY US",2,22.7,3.2,1.81,2.14,2.79,11.2,5.5,1.2,0.4,2.39
USC00304102,"INDIAN LAKE 2 SW, NY US",3,22.1,2.5,1.59,2.92,4.08,12.7,6.4,1.9,0.6,2.87
USC00304102,"INDIAN LAKE 2 SW, NY US",4,21.8,2.5,2.13,3.05,4.04,13.1,7.0,2.0,0.7,3.15
USC00304102,"INDIAN LAKE 2 SW, NY US",5,23.7,2.3,2.33,3.46,4.61,15.0,8.0,2.3,0.6,3.67
USC00304102,"INDIAN LAKE 2 SW, NY US",6,21.9,2.9,2.06,3.65,5.13,14.3,8.7,2.5,0.5,3.84
USC00304102,"INDIAN LAKE 2 SW, NY US",7,21.1,1.7,2.8,4.13,4.74,13.9,7.8,2.5,1.1,3.79
USC00304102,"INDIAN LAKE 2 SW, NY US",8,21.0,1.5,2.98,3.62,4.71,13.5,7.9,2.6,0.7,3.73
USC00304102,"INDIAN LAKE 2 SW, NY US",9,21.2,2.0,2.86,3.26,4.15,12.9,6.9,2.6,0.9,3.74
USC00304102,"INDIAN LAKE 2 SW, NY US",10,20.4,3.0,2.61,3.58,6.33,15.3,8.3,2.5,1.0,4.27
USC00304102,"INDIAN LAKE 2 SW, NY US",11,16.8,2.3,2.54,3.43,4.41,14.3,6.9,2.1,0.7,3.58
USC00304102,"INDIAN LAKE 2 SW, NY US",12,17.7,3.4,1.89,2.62,3.83,14.8,7.0,1.9,0.5,3.0
USC00308746,"VALATIE 1 N, NY US",1,18.4,2.0,1.11,2.09,2.78,7.6,4.8,1.6,0.3,2.1
USC00308746,"VALATIE 1 N, NY US",3,19.9,2.3,1.98,2.7,3.62,8.0,5.8,2.0,0.5,2.9
USC00308746,"VALATIE 1 N, NY US",4,22.0,2.7,2.58,3.26,4.46,11.2,7.8,2.5,0.8,3.63
USC00308746,"VALATIE 1 N, NY US",5,23.3,2.2,2.22,3.93,5.08,12.3,8.0,2.8,0.9,3.95
USC00308746,"VALATIE 1 N, NY US",6,22.1,2.6,2.77,3.91,5.27,12.0,8.5,3.3,0.9,4.35
USC00308746,"VALATIE 1 N, NY US",7,22.4,1.7,2.28,3.61,5.01,9.6,6.8,2.7,0.8,3.95
USC00308746,"VALATIE 1 N, NY US",8,22.1,1.4,3.24,3.95,5.17,10.3,7.0,3.1,1.2,4.13
USC00308746,"VALATIE 1 N, NY US",9,22.9,2.2,2.0,3.53,5.21,9.2,6.7,2.7,1.1,3.88
USC00308746,"VALATIE 1 N, NY US",10,22.7,2.2,2.05,3.48,5.65,10.6,6.9,2.7,1.0,4.05
USC00308746,"VALATIE 1 N, NY US",11,18.4,2.2,2.19,3.41,4.28,9.5,6.3,2.4,0.7,3.26
USC00308746,"VALATIE 1 N, NY US",12,17.0,2.7,1.7,2.45,3.28,8.0,5.5,2.0,0.4,2.55
USC00301110,"CAMDEN, NY US",1,18.6,3.1,2.76,3.66,4.59,18.6,10.5,2.0,0.2,3.83
USC00301110,"CAMDEN, NY US",2,20.9,3.1,2.5,3.06,3.44,14.8,8.4,1.5,0.2,3.13
USC00301110,"CAMDEN, NY US",4,21.5,2.8,2.98,4.06,4.87,14.7,9.2,2.7,0.8,4.03
USC00301110,"CAMDEN, NY US",5,24.7,1.9,2.5,4.06,5.24,14.4,9.2,2.5,0.5,4.18
USC00301110,"CAMDEN, NY US",6,23.5,3.0,2.31,3.92,4.63,13.3,8.6,2.7,0.8,3.85
USC00301110,"CAMDEN, NY US",7,24.2,1.9,3.17,3.68,5.35,12.6,8.4,3.5,1.3,4.16
USC00301110,"CAMDEN, NY US",8,23.4,1.6,2.94,4.19,5.0,12.7,7.7,3.0,1.0,4.24
USC00301110,"CAMDEN, NY US",9,23.8,2.5,3.78,4.59,5.56,13.1,8.3,3.2,1.3,4.76
USC00301110,"CAMDEN, NY US",10,21.6,2.7,3.24,4.38,6.4,15.9,10.4,3.4,1.2,4.81
USC00301110,"CAMDEN, NY US",11,16.8,2.9,3.98,4.56,5.16,16.2,10.9,2.9,0.9,4.63
USC00301110,"CAMDEN, NY US",12,15.1,3.1,2.92,3.88,5.19,18.6,11.2,2.2,0.7,4.25
USC00305512,"MORRISVILLE 6 SW, NY US",1,15.8,2.6,2.14,3.16,4.51,19.5,10.1,1.4,0.1,3.25
USC00305512,"MORRISVILLE 6 SW, NY US",2,17.3,2.5,2.33,2.75,3.78,15.4,8.3,1.5,0.4,3.08
USC00305512,"MORRISVILLE 6 SW, NY US",3,18.5,2.9,2.47,3.41,4.44,14.9,8.7,2.0,0.4,3.6
USC00305512,"MORRISVILLE 6 SW, NY US",4,20.1,2.0,2.46,3.17,4.91,13.0,8.4,2.4,0.4,3.51
USC00305512,"MORRISVILLE 6 SW, NY US",5,21.3,1.6,2.46,3.43,5.22,13.1,9.1,2.6,0.9,4.09
USC00305512,"MORRISVILLE 6 SW, NY US",6,20.1,2.5,2.92,3.88,5.73,12.9,8.6,3.0,1.1,4.36
USC00305512,"MORRISVILLE 6 SW, NY US",7,19.7,1.8,2.28,3.3,5.56,11.0,7.6,3.0,1.2,4.18
USC00305512,"MORRISVILLE 6 SW, NY US",8,19.4,1.5,2.93,3.39,4.38,10.9,7.2,2.4,0.8,3.73
USC00305512,"MORRISVILLE 6 SW, NY US",9,19.3,2.2,3.44,4.32,5.38,11.9,7.7,2.7,1.1,4.47
USC00305512,"MORRISVILLE 6 SW, NY US",10,18.1,2.5,2.51,3.22,6.3,14.0,9.1,2.6,0.8,4.28
USC00305512,"MORRISVILLE 6 SW, NY US",11,14.9,2.0,3.05,4.03,4.88,15.5,9.4,2.1,0.7,3.93
USC00305512,"MORRISVILLE 6 SW, NY US",12,13.6,2.9,3.03,3.63,4.58,19.0,11.0,1.9,0.4,3.85
USC00308987,"WATERLOO, NY US",1,,,,,,,,,,2.01
USC00308987,"WATERLOO, NY US",3,,,,,,,,,,2.56
USC00308987,"WATERLOO, NY US",4,,,,,,,,,,2.94
USC00308987,"WATERLOO, NY US",5,,,,,,,,,,3.06
USC00308987,"WATERLOO, NY US",6,,,,,,,,,,3.68
USC00308987,"WATERLOO, NY US",7,,,,,,,,,,3.71
USC00308987,"WATERLOO, NY US",8,,,,,,,,,,3.53
USC00308987,"WATERLOO, NY US",9,,,,,,,,,,3.62
USC00308987,"WATERLOO, NY US",10,,,,,,,,,,3.35
USC00308987,"WATERLOO, NY US",11,,,,,,,,,,3.03
USC00308987,"WATERLOO, NY US",12,,,,,,,,,,2.44
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",1,18.8,1.7,,,,,,,,3.18
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",2,20.2,2.6,,,,,,,,2.78
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",4,24.0,2.0,,,,,,,,3.97
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",6,24.1,2.6,,,,,,,,4.16
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",7,24.5,2.4,,,,,,,,4.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",8,23.1,2.1,,,,,,,,4.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",9,24.6,2.8,,,,,,,,4.13
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",10,23.6,2.2,,,,,,,,4.03
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",11,20.3,2.2,,,,,,,,3.42
USC00308906,"WALDEN 1 ESE, NY US",1,19.1,2.4,1.92,2.79,4.13,9.7,6.9,2.0,0.4,2.97
USC00308906,"WALDEN 1 ESE, NY US",2,20.3,2.9,1.72,2.32,3.35,7.9,6.0,1.8,0.3,2.61
USC00308906,"WALDEN 1 ESE, NY US",3,20.6,2.3,2.2,3.56,5.06,9.7,7.4,2.7,0.8,3.59
USC00308906,"WALDEN 1 ESE, NY US",4,22.4,2.1,2.46,3.75,4.58,10.8,7.4,2.9,0.6,3.86
USC00308906,"WALDEN 1 ESE, NY US",5,23.1,1.9,2.71,3.44,5.56,11.7,8.2,2.8,0.9,4.17
USC00308906,"WALDEN 1 ESE, NY US",6,22.3,2.8,2.78,4.14,6.26,10.9,7.8,3.4,1.2,4.42
USC00308906,"WALDEN 1 ESE, NY US",7,22.4,2.3,2.62,3.45,5.49,10.1,7.3,3.0,1.1,4.02
USC00308906,"WALDEN 1 ESE, NY US",8,22.3,2.3,2.24,3.83,5.5,9.9,6.9,2.8,1.1,3.93
USC00308906,"WALDEN 1 ESE, NY US",9,23.4,2.6,1.74,3.37,6.2,8.5,6.0,2.5,1.3,4.09
USC00308906,"WALDEN 1 ESE, NY US",10,24.2,2.7,1.94,3.54,5.42,8.8,6.1,2.7,1.2,4.12
USC00308906,"WALDEN 1 ESE, NY US",11,20.3,2.6,2.42,3.48,4.51,9.1,6.3,2.6,0.9,3.55
USC00308906,"WALDEN 1 ESE, NY US",12,17.7,2.2,2.22,3.49,4.49,9.4,7.0,2.5,0.7,3.41
USC00307818,"SMITHS BASIN, NY US",1,,,,,,,,,,3.45
USC00307818,"SMITHS BASIN, NY US",2,,,,,,,,,,2.46
USC00307818,"SMITHS BASIN, NY US",4,,,,,,,,,,3.16
USC00307818,"SMITHS BASIN, NY US",5,,,,,,,,,,3.92
USC00307818,"SMITHS BASIN, NY US",7,,,,,,,,,,4.23
USC00307818,"SMITHS BASIN, NY US",8,,,,,,,,,,4.12
USC00307818,"SMITHS BASIN, NY US",9,,,,,,,,,,3.71
USC00307818,"SMITHS BASIN, NY US",11,,,,,,,,,,3.63
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",1,14.7,1.6,2.22,3.29,4.17,11.0,6.6,2.6,0.8,3.64
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",2,15.1,1.7,2.13,3.14,4.02,9.1,5.9,2.2,0.6,3.26
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",3,16.0,1.8,3.12,4.55,5.53,10.5,7.1,2.9,1.2,4.44
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",4,17.0,1.8,2.66,3.87,5.37,11.3,7.0,2.6,1.1,4.34
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",5,17.7,1.5,2.28,3.11,4.42,11.1,6.7,2.5,1.0,3.78
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",6,16.4,1.6,1.81,3.4,5.48,10.1,6.4,2.6,1.1,4.27
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",7,15.6,1.8,2.09,3.19,4.18,9.1,5.7,2.3,0.9,3.43
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",8,15.1,1.2,1.62,3.74,5.55,8.5,5.4,2.4,1.0,3.98
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",9,16.3,1.7,2.28,3.52,4.74,8.6,5.6,2.6,1.1,3.58
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",10,17.5,1.6,1.96,3.17,5.2,8.5,5.6,2.5,1.0,3.79
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",11,16.0,1.7,2.55,3.23,4.63,10.3,6.2,2.6,1.0,3.67
USW00004781,"ISLIP LI MACARTHUR AIRPORT, NY US",12,14.8,1.2,2.6,4.05,4.96,10.8,7.0,2.7,1.0,4.06
USC00301625,"COLDEN 1 W, NY US",1,15.7,,,,,,,,,3.41
USC00301625,"COLDEN 1 W, NY US",2,17.5,,,,,,,,,3.37
USC00301625,"COLDEN 1 W, NY US",3,18.8,,,,,,,,,3.37
USC00301625,"COLDEN 1 W, NY US",4,21.0,,,,,,,,,3.91
USC00301625,"COLDEN 1 W, NY US",5,19.4,,,,,,,,,4.06
USC00301625,"COLDEN 1 W, NY US",6,18.9,,,,,,,,,4.33
USC00301625,"COLDEN 1 W, NY US",7,18.8,,,,,,,,,4.45
USC00301625,"COLDEN 1 W, NY US",8,18.5,,,,,,,,,3.7
USC00301625,"COLDEN 1 W, NY US",9,19.5,,,,,,,,,5.1
USC00301625,"COLDEN 1 W, NY US",10,18.0,,,,,,,,,4.03
USC00301625,"COLDEN 1 W, NY US",11,14.4,,,,,,,,,4.31
USC00301625,"COLDEN 1 W, NY US",12,13.2,,,,,,,,,4.68
USC00309047,"WAVERLY, NY US",1,21.4,1.9,1.13,1.88,2.83,11.4,5.5,1.3,0.1,2.03
USC00309047,"WAVERLY, NY US",3,24.1,2.5,1.13,2.45,2.93,10.8,6.4,2.0,0.5,2.36
USC00309047,"WAVERLY, NY US",4,25.8,2.6,2.0,2.86,4.18,11.8,7.3,1.8,0.4,3.23
USC00309047,"WAVERLY, NY US",5,28.4,2.2,1.91,2.82,3.92,12.2,7.1,1.7,0.6,3.05
USC00309047,"WAVERLY, NY US",6,26.8,2.9,2.57,3.87,5.74,12.3,8.1,3.4,0.9,4.22
USC00309047,"WAVERLY, NY US",7,26.0,2.0,2.24,3.06,5.1,11.5,7.4,2.6,0.5,3.63
USC00309047,"WAVERLY, NY US",8,27.2,2.3,2.28,2.94,3.5,10.7,7.0,2.2,0.7,3.23
USC00309047,"WAVERLY, NY US",9,27.3,2.5,2.09,2.97,4.57,10.0,6.4,2.3,0.9,3.43
USC00309047,"WAVERLY, NY US",10,25.9,2.3,1.65,2.66,3.79,10.7,6.0,2.3,0.8,3.11
USC00309047,"WAVERLY, NY US",11,22.0,2.4,1.79,2.37,3.53,10.2,5.5,1.6,0.5,2.65
USC00309047,"WAVERLY, NY US",12,19.8,2.1,1.62,2.17,2.87,10.3,5.1,1.5,0.3,2.37
USC00307780,"SKANEATELES, NY US",1,,,1.76,2.42,2.96,19.1,8.1,0.8,0.1,2.58
USC00307780,"SKANEATELES, NY US",2,,,1.92,2.41,2.76,14.9,6.7,1.0,0.2,2.34
USC00307780,"SKANEATELES, NY US",3,,,1.98,2.81,4.4,14.6,8.3,2.0,0.4,3.13
USC00307780,"SKANEATELES, NY US",4,,,2.67,3.46,4.45,14.8,9.0,2.1,0.5,3.69
USC00307780,"SKANEATELES, NY US",6,,,3.06,3.79,4.58,13.8,8.8,2.6,0.4,4.07
USC00307780,"SKANEATELES, NY US",7,,,2.41,3.41,4.42,12.5,7.3,2.7,0.8,3.76
USC00307780,"SKANEATELES, NY US",8,,,2.71,4.16,5.85,11.3,7.3,2.4,0.8,4.76
USC00307780,"SKANEATELES, NY US",9,,,3.49,3.83,4.72,14.5,8.3,3.1,0.9,4.27
USC00307780,"SKANEATELES, NY US",10,,,2.83,3.71,5.09,15.5,8.7,2.1,0.7,4.07
USC00307780,"SKANEATELES, NY US",11,,,2.93,3.52,4.79,16.7,9.4,2.7,0.5,3.88
USC00307780,"SKANEATELES, NY US",12,,,2.36,3.07,3.72,18.4,8.7,1.4,0.2,3.17
USC00300379,"BALDWINSVILLE, NY US",1,,,1.93,2.88,3.78,15.2,8.8,1.5,0.3,3.01
USC00300379,"BALDWINSVILLE, NY US",2,,,1.85,2.3,2.96,12.1,7.0,1.5,0.2,2.48
USC00300379,"BALDWINSVILLE, NY US",4,,,2.05,3.31,4.09,11.6,6.9,2.3,0.4,3.25
USC00300379,"BALDWINSVILLE, NY US",5,,,2.28,3.25,4.7,12.7,8.1,2.3,0.6,3.61
USC00300379,"BALDWINSVILLE, NY US",6,,,2.17,3.86,4.54,12.1,7.5,2.1,0.6,3.65
USC00300379,"BALDWINSVILLE, NY US",8,,,3.06,3.85,4.9,10.4,6.9,2.8,1.0,4.01
USC00300379,"BALDWINSVILLE, NY US",9,,,3.15,3.67,4.68,12.8,7.6,2.8,0.7,3.97
USC00300379,"BALDWINSVILLE, NY US",10,,,2.91,3.69,5.25,15.5,9.2,2.3,0.8,4.13
USC00300379,"BALDWINSVILLE, NY US",11,,,3.17,3.65,4.65,14.3,9.0,2.6,0.6,3.98
USC00300379,"BALDWINSVILLE, NY US",12,,,2.61,3.25,4.21,14.5,8.5,2.4,0.5,3.57
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",1,18.5,2.1,,,,,,,,2.87
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",2,19.9,2.2,,,,,,,,2.25
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",3,20.4,2.5,,,,,,,,3.39
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",4,22.1,2.9,,,,,,,,3.84
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",5,24.1,1.9,,,,,,,,4.0
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",6,23.0,2.4,,,,,,,,4.51
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",7,23.5,1.8,,,,,,,,4.35
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",8,23.5,2.1,,,,,,,,3.96
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",9,23.4,2.4,,,,,,,,4.11
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",10,21.6,2.1,,,,,,,,4.21
USC00304791,"LITTLE FALLS CITY RESERVOIR, NY US",11,17.8,2.6,,,,,,,,3.92
USC00309442,"WHITNEY POINT DAM, NY US",1,20.7,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",3,20.7,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",4,23.1,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",5,25.5,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",6,23.7,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",7,23.2,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",9,24.5,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",10,22.9,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",11,20.0,,,,,,,,,
USC00309442,"WHITNEY POINT DAM, NY US",12,17.2,,,,,,,,,
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",2,16.0,2.5,,,,,,,,1.99
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",3,16.7,1.9,,,,,,,,2.84
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",4,19.5,2.2,,,,,,,,3.38
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",6,21.5,2.1,,,,,,,,3.3
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",7,20.5,1.9,,,,,,,,3.73
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",8,20.5,1.5,,,,,,,,3.49
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",9,19.5,2.1,,,,,,,,3.75
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",10,17.4,1.7,,,,,,,,3.68
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",11,14.9,1.8,,,,,,,,4.02
USW00054773,"FULTON OSWEGO CO AIRPORT, NY US",12,12.9,2.1,,,,,,,,3.22
USC00302554,"ELIZABETHTOWN, NY US",1,22.1,3.1,1.24,2.28,2.74,10.1,5.1,1.5,0.4,2.15
USC00302554,"ELIZABETHTOWN, NY US",2,25.9,3.3,1.25,1.99,2.91,8.4,5.5,1.6,0.5,2.33
USC00302554,"ELIZABETHTOWN, NY US",3,23.8,2.6,1.95,2.8,3.82,8.9,5.2,1.7,0.7,2.8
USC00302554,"ELIZABETHTOWN, NY US",4,25.0,2.1,1.81,2.55,3.89,9.6,6.0,1.7,0.5,2.82
USC00302554,"ELIZABETHTOWN, NY US",5,25.7,2.4,2.01,3.0,4.54,11.5,7.1,2.0,0.7,3.51
USC00302554,"ELIZABETHTOWN, NY US",6,25.0,2.2,2.32,3.49,5.02,12.6,8.2,2.5,0.7,3.62
USC00302554,"ELIZABETHTOWN, NY US",7,24.7,1.8,2.7,3.65,4.46,11.2,7.3,2.4,0.6,3.51
USC00302554,"ELIZABETHTOWN, NY US",9,26.5,2.5,2.07,2.97,4.31,9.3,5.9,2.3,0.9,3.3
USC00302554,"ELIZABETHTOWN, NY US",10,25.0,2.5,1.92,3.33,5.03,11.6,6.8,2.2,0.8,3.56
USC00302554,"ELIZABETHTOWN, NY US",11,18.7,1.4,2.54,3.29,4.05,9.7,6.1,2.4,0.6,3.31
USC00302554,"ELIZABETHTOWN, NY US",12,20.0,2.7,1.3,2.22,3.93,9.8,5.4,1.7,0.6,2.64
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",1,22.1,3.1,1.94,2.85,4.07,17.5,9.7,1.4,0.3,3.08
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",2,24.1,3.1,2.0,2.81,3.52,14.3,8.3,1.1,0.2,2.88
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",3,23.3,2.1,2.09,3.04,3.47,14.2,8.9,1.6,0.3,3.0
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",4,22.2,2.3,2.24,2.68,4.16,12.8,8.4,2.1,0.6,3.5
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",5,23.9,2.9,2.67,3.68,4.76,14.3,9.8,2.0,0.5,3.78
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",6,23.4,2.9,2.49,4.14,5.25,14.5,9.7,2.7,0.8,4.04
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",9,23.6,2.7,3.15,3.78,4.87,12.3,8.3,2.6,1.0,4.2
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",10,20.9,2.6,2.44,3.56,5.93,13.8,9.2,2.6,0.7,4.11
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",11,17.6,2.1,3.08,3.85,4.72,14.8,10.4,2.4,0.5,3.95
USC00308631,"TUPPER LAKE SUNMOUNT, NY US",12,18.8,3.8,2.34,2.98,4.84,17.7,9.6,1.7,0.3,3.46
USC00302036,"DELHI 2 SE, NY US",1,19.7,3.0,2.01,2.82,4.07,17.7,7.5,2.1,0.4,3.04
USC00302036,"DELHI 2 SE, NY US",2,21.1,3.3,1.79,2.27,3.1,14.0,6.7,1.4,0.1,2.54
USC00302036,"DELHI 2 SE, NY US",3,21.4,2.7,2.75,3.56,4.31,14.8,8.1,2.2,0.5,3.55
USC00302036,"DELHI 2 SE, NY US",4,23.2,2.6,2.81,3.47,4.63,14.5,8.4,2.4,0.7,3.81
USC00302036,"DELHI 2 SE, NY US",5,25.3,2.0,2.96,3.62,5.0,15.3,9.6,3.0,0.7,4.14
USC00302036,"DELHI 2 SE, NY US",6,24.2,3.3,3.07,4.41,5.7,14.5,9.1,3.5,0.9,4.52
USC00302036,"DELHI 2 SE, NY US",7,24.4,2.0,3.15,4.7,5.39,13.0,8.1,2.9,0.9,4.66
USC00302036,"DELHI 2 SE, NY US",8,24.6,2.3,2.67,3.21,4.26,12.1,7.2,2.6,0.7,3.53
USC00302036,"DELHI 2 SE, NY US",9,24.4,3.3,2.41,3.65,5.58,12.1,7.4,2.7,0.9,4.19
